concentration,coherence,z_variance,integrity,num_clusters,largest_cluster_pct,mean_cluster_size,phi_3d,category,sentence
0.17599910326507767,0.25,0.0,0.05641025641025641,4,0.8,3.75,0.07240297143438051,truth,The Eiffel Tower stands 330 meters tall in Paris.
0.1321135742738497,0.16666666666666666,0.0,0.11421911421911422,6,0.8181818181818182,5.5,0.05102894126888856,truth,"DNA contains adenine, thymine, guanine, and cytosine."
0.16066835103166008,0.25,0.0,0.09230769230769231,4,0.85,5.0,0.06289991945398027,truth,"The speed of light is 299,792,458 meters per second."
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,The heart pumps oxygenated blood throughout the body.
0.37499985937505276,1.0,0.0,0.06593406593406592,1,1.0,7.0,0.10515540488156427,truth,Photosynthesis converts sunlight into chemical energy.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,truth,Water is composed of two hydrogen and one oxygen atoms.
0.18212008194306833,0.5,0.0,0.09230769230769231,2,0.9333333333333333,7.5,0.0727145811209902,truth,The Great Wall of China is a series of fortifications.
0.1902513895385905,0.5,0.0,0.0641025641025641,2,0.9166666666666666,6.0,0.07477331466304839,truth,Gravity is the force that attracts objects toward Earth.
0.23606639331933027,1.0,0.0,0.11282051282051282,1,1.0,15.0,0.07289264379905289,truth,Mars is the fourth planet from the sun in our system.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,Mount Everest is the highest mountain above sea level.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,The Amazon River is the largest river by discharge.
0.19324026988428983,0.5,0.0,0.09230769230769231,2,0.9333333333333333,7.5,0.0727145811209902,truth,Honey never spoils because of its low moisture content.
0.1902513895385905,0.5,0.0,0.0641025641025641,2,0.9166666666666666,6.0,0.07477331466304839,truth,The sun is a nearly perfect sphere of hot plasma.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,truth,Humans have 206 bones in their adult skeletal system.
0.1724634818269898,0.5,0.0,0.07692307692307693,2,0.9411764705882353,8.5,0.06598722412663889,truth,Oxygen makes up about 21 percent of Earth's atmosphere.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,The Pacific Ocean is the largest and deepest ocean.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,Light travels in waves and behaves like a particle.
0.16614971466490538,0.25,0.0,0.05641025641025641,4,0.8,3.75,0.07240297143438051,truth,Bees are essential for the pollination of many plants.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,Gold is a chemical element with the symbol Au.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,truth,The brain is the central organ of the nervous system.
0.2456084126121593,1.0,0.0,0.08333333333333333,1,1.0,12.0,0.074946695001718,truth,Iron is a metal that is essential for human health.
0.1902513895385905,0.5,0.0,0.0641025641025641,2,0.9166666666666666,6.0,0.07477331466304839,truth,Earth orbits the sun once every 365.25 days.
0.24428526619378066,0.5,0.0,0.06410256410256408,2,0.9166666666666666,6.0,0.07477331466304839,truth,Volcanoes are openings in the Earth's crust.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,Bacteria are microscopic single-celled organisms.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,The moon is the only natural satellite of Earth.
0.33333322222225925,1.0,0.0,0.06730769230769228,1,1.0,8.0,0.08792134539117373,truth,Sound cannot travel through a vacuum like space.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,Diamonds are formed from carbon under high pressure.
0.2727271983471277,1.0,0.0,0.06923076923076919,1,1.0,10.0,0.08148544358821887,truth,The liver is the largest internal organ in humans.
